Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
176,2.0,62.2,5,38 000 000 〒,Нура р-н," Санжара Асфендиярова 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005831699
177,2.0,56.0,7,28 000 000 〒,Алматы р-н," Куйши Дины 46/3 — Кудайбердулы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005031291
178,3.0,88.24,,от 47 737 840 〒,Нура р-н," Шафика Чокина 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002708719
179,2.0,63.67,,от 29 202 246 〒,Нура р-н," Е-429 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697253201
180,3.0,128.15,,от 126 484 050 〒,Есильский р-н," ул. Е-314, 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000513131
181,3.0,109.35,,от 85 402 350 〒,Нура р-н," Е-899 5/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760697981
182,1.0,41.25,,от 28 462 500 〒,Сарайшык р-н," Шамши Калдаяков 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699607414
183,3.0,95.51,,от 70 868 420 〒,Нура р-н," Е-899 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761098330
184,2.0,43.2,3,32 500 000 〒,Нура р-н," Култегин 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006722280
185,1.0,40.0,5,17 500 000 〒,Есильский р-н," пр. Республики, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006902750
186,2.0,65.8,3,25 000 000 〒,Есильский р-н," Арнасай 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002308444
187,2.0,38.0,15,27 500 000 〒,Нура р-н," Сыганак 32 — Хан Шатыр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003999055
188,2.0,60.0,7,25 500 000 〒,Алматы р-н," Ш. Кудайбердыулы 31, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006638115
189,3.0,130.0,4,70 000 000 〒,Есильский р-н," Достык 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006018253
190,3.0,93.9,9,70 000 000 〒,Сарыарка р-н," Республики 9/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005376903
191,1.0,43.7,10,23 500 000 〒,Сарыарка р-н," Кумисбекова 11 — Джангильдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006898363
192,2.0,40.0,2,24 800 000 〒,Нура р-н," Е-430 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006938643
193,1.0,38.5,7,18 500 000 〒,р-н Байконур," Циолковского 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007088972
194,3.0,110.0,11,49 500 000 〒,Сарыарка р-н," Тараса Шевченко 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007152561
195,4.0,116.95,,от 67 947 950 〒,Сарайшык р-н," Сагадат Нурмагамбетов 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/698215362
196,1.0,35.13,,от 12 646 800 〒,Сарайшык р-н," А102, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/679559054
197,4.0,157.9,,от 110 530 000 〒,Нура р-н," Туран 71, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/690129721
198,3.0,91.6,,от 58 624 000 〒,Сарайшык р-н," Райымбек батыр 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/696998426
199,2.0,52.89,,от 49 769 490 〒,Нура р-н," Кайым Мухамедханов 6/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697968790
200,3.0,61.0,8,43 900 000 〒,Есильский р-н," Е-15 13, 13/1 — ЭКО парк, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005765617
201,4.0,170.0,,205 000 000 〒,Есильский р-н," Кунаева — - RIXOS, КТЖ, КМЦ, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006779371
202,3.0,150.0,5,48 500 000 〒,Алматы р-н," Куйши Дина 11/1 — Рядом ТД Евразия, Медиц.центр Традиционной медицины, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003601749
203,1.0,25.0,5,10 600 000 〒,Алматы р-н," Жанкент 123, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/692904219
204,4.0,135.0,8,106 000 000 〒,Есильский р-н," Керей, Жанибек хандар 50, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005989575
205,3.0,78.0,2,80 000 000 〒,Есильский р-н," Турар Рыскулов 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007021245
206,2.0,50.0,,44 900 000 〒,Алматы р-н," Нажимеденова 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006683412
207,4.0,120.0,6,115 000 000 〒,Есильский р-н," Гейдар Алиева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007119842
208,1.0,54.1,18,25 000 000 〒,Есильский р-н," Улы Дала 53/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/681137477
209,3.0,97.5,,от 40 950 000 〒,Алматы р-н," трасса Астана-Караганда 4/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/683999318
210,1.0,43.33,,от 18 631 900 〒,Сарыарка р-н," Бердибек Сокпакбаев 6, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007148146
211,3.0,124.3,4,91 800 000 〒,Нура р-н," Туран 41 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006500997
212,3.0,76.1,7,55 000 000 〒,Нура р-н," Казыбек би 7/1 — Полноценная трешка в топовой локации, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005928671
213,4.0,130.0,10,65 500 000 〒,Нура р-н," Е-15 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005753109
214,1.0,36.0,6,30 500 000 〒,Алматы р-н," А.Токпанова 8/6 — А2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006637764
215,2.0,72.45,,от 34 486 200 〒,Нура р-н," Улица Е 882, 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005148866
216,3.0,83.41,,от 33 364 000 〒,Сарайшык р-н," Сафуан Шаймерденов 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005683702
217,4.0,121.26,,от 69 724 500 〒,Сарайшык р-н," ул. Магжана Жумабаева, 38, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000673023
218,1.0,40.85,,от 21 012 000 〒,Есильский р-н," Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/677730586
219,2.0,84.39,,от 75 107 100 〒,Есильский р-н," ​Аль-Фараби 3/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004370015
220,4.0,91.68,,от 50 148 960 〒,Нура р-н," Шафика Чокина 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002708872
221,4.0,121.26,,от 69 724 500 〒,Сарайшык р-н," ул. Магжана Жумабаева, 38, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000673023
222,1.0,40.85,,от 21 012 000 〒,Есильский р-н," Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/677730586
223,2.0,84.39,,от 75 107 100 〒,Есильский р-н," ​Аль-Фараби 3/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004370015
224,4.0,91.68,,от 50 148 960 〒,Нура р-н," Шафика Чокина 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002708872
225,3.0,96.56,,от 58 998 160 〒,Есильский р-н," ул. Жошы хан, 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000510462
226,3.0,90.63,,от 102 593 160 〒,Есильский р-н," ул. Мангилик Ел, 57, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000673588
227,3.0,96.56,,от 42 182 236 〒,Нура р-н," Е-429 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760588426
228,2.0,64.33,,от 19 299 000 〒,Сарайшык р-н," А102, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/679559058
229,3.0,61.2,3,25 000 000 〒,Сарыарка р-н," Байсеитова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006816916
230,2.0,59.0,11,29 000 000 〒,Нура р-н," Улица Е-429, 26 1 — СКОРО КЛЮЧИ, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006977550
231,2.0,39.5,2,27 200 000 〒,Сарайшык р-н," Жумекен Нажимеденов 28 — Damu moll, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967348
232,2.0,44.0,8,36 000 000 〒,Есильский р-н," Е 496 — Идеальный вариант, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006989994
233,1.0,36.0,1,15 500 000 〒,Сарыарка р-н," Сокпакбаев 16/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004895308
234,2.0,65.0,9,58 000 000 〒,Есильский р-н," Улица Жошы хан 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006398691
235,3.0,101.0,10,79 500 000 〒,Есильский р-н," Керей-Жанибек хандар 44/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007051771
236,3.0,108.0,3,122 000 000 〒,Есильский р-н," Е-899 1/1 — Зелёный квартал, Аллея Green Line, школа Quantum, Samruk-Kazyna, Хан Шатыр., Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006723767
237,4.0,120.8,7,125 000 000 〒,Нура р-н," Сыганак 17С, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006236406
238,4.0,135.0,3,79 500 000 〒,Нура р-н," Анет баба, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007011127
239,2.0,65.0,6,42 000 000 〒,Есильский р-н," Сарайшык 9 — Сарайшык-Акмешит, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005059678
240,3.0,86.0,3,65 000 000 〒,Алматы р-н," Панфилова 11 — Анатолий Храпатый, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003396076
241,3.0,90.0,3,37 500 000 〒,Сарыарка р-н," проспект Абая 1 — Кумисбекова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695752514
242,3.0,78.0,6,53 800 000 〒,Нура р-н," Бухар жырау 57/6 — Толе би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006249370
243,3.0,115.0,6,82 000 000 〒,Алматы р-н," Панфилова 7 — Анатолий Храпатый, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005946447
244,4.0,215.0,8,220 000 000 〒,Нура р-н," Туран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005558403
245,3.0,132.0,3,165 000 000 〒,Есильский р-н," Кунаева 5 — КТЖ, КМГ, БАЙТЕРЕК, RIXOS, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006723941
246,1.0,32.0,18,16 500 000 〒,Сарайшык р-н," Кошкарбаева 56, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005267295
247,3.0,105.0,8,45 000 000 〒,Сарыарка р-н," Косшыгулулы 7 — Кумисбекова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/691416788
248,2.0,66.1,,от 33 822 048 〒,Нура р-н," Култегин 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001372140
249,2.0,80.0,,от 38 800 000 〒,Есильский р-н," Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/677730584
250,2.0,67.3,,от 31 770 990 〒,Нура р-н," Е-36 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/684520798
251,2.0,85.1,2,37 500 000 〒,Сарыарка р-н," Степана Кубрина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006593731
252,2.0,68.0,6,30 500 000 〒,Алматы р-н," Майлина 29/1 — Куйши Дина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003496833
253,2.0,51.6,2,20 000 000 〒,Сарыарка р-н," Дулатова 184, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003631361
254,3.0,114.0,3,71 850 000 〒,р-н Байконур," Кайым Мухамедханова 21, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007121058
255,2.0,51.17,,от 45 643 640 〒,Нура р-н," Бухар жырау 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697909156
256,1.0,45.0,8,40 500 000 〒,Толе би 54/1,"Толе би 54/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006987066
257,3.0,63.15,,от 37 321 650 〒,Нура р-н," Улы Дала 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004699042
258,3.0,82.7,12,60 000 000 〒,Нура р-н," Туран 55/12 — Барыс арена, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006307255
259,5.0,150.0,3,120 000 000 〒,Есильский р-н," Мангилик Ел 234 — Е497, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/685273169
260,3.0,65.0,5,28 500 000 〒,р-н Байконур," Ташенова 9/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006460240
261,1.0,43.0,10,29 500 000 〒,Сарыарка р-н," Сарыарка 3а — Шевченко, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006709684
262,1.0,35.0,10,25 900 000 〒,Айтматова 77/7,"Айтматова 77/7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006589174
263,1.0,54.0,13,35 500 000 〒,Сарыарка р-н," Сарыарка 3а — Шевченко, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006709815
264,2.0,70.32,,от 46 833 120 〒,Есильский р-н," Турар Рыскулов 18, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/698214873
